company_id,type,rule_id,text,confidence_pct
PFC,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
PIDILITIND,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PIDILITIND,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PIDILITIND,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
PIDILITIND,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
PNB,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
POWERGRID,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
POWERGRID,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
POWERGRID,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
POWERGRID,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
RECLTD,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
RECLTD,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
RECLTD,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
RECLTD,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
RECLTD,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
RELIANCE,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
RELIANCE,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
RELIANCE,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
SBILIFE,pro,3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,98
SBILIFE,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SBILIFE,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SBIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
SBIN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SBIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
SHREECEM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SHREECEM,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
SHREECEM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
SHRIRAMFIN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
SHRIRAMFIN,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SHRIRAMFIN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
SHRIRAMFIN,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
SIEMENS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
SIEMENS,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SIEMENS,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
SUNPHARMA,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SUNPHARMA,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
SUNPHARMA,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
SUNPHARMA,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SUNPHARMA,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
SUNPHARMA,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TATACONSUM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TATACONSUM,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATACONSUM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
TATACONSUM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TATACONSUM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
TATAMOTORS,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TATAMOTORS,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
TATAMOTORS,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TATAPOWER,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TATAPOWER,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TATASTEEL,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TCS,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TCS,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TECHM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TECHM,pro,7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TITAN,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TITAN,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
TITAN,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
TITAN,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TORNTPHARM,pro,2,Strong free cash flow generation over 5 years signals healthy business fundamentals.,92
TORNTPHARM,pro,5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TORNTPHARM,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
TORNTPHARM,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
TORNTPHARM,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TRENT,pro,1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TRENT,pro,4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum.,90
TRENT,pro,6,Net profit compounding at above 20% over 5 years creates significant shareholder value.,92
TRENT,pro,8,Consistent dividend yield above 2% backed by positive free cash flow.,88
TRENT,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TRENT,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
TRENT,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
TVSMOTOR,pro,9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TVSMOTOR,pro,11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,87
TVSMOTOR,pro,12,Growing asset base funded by internal accruals reflects self-sustaining growth.,85
ABB,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ADANIENSOL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ADANIENT,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ADANIGREEN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ADANIPORTS,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ADANIPOWER,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
AMBUJACEM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
APOLLOHOSP,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ASIANPAINT,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ATGL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
AXISBANK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BAJAJ-AUTO,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BAJAJFINSV,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BAJAJHLDNG,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BAJFINANCE,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BANKBARODA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BEL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BHARTIARTL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BHEL,pro,99,The company continues to operate with an established business presence and remains under continuous financial evaluation.,65
BHEL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BOSCHLTD,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BPCL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
BRITANNIA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
CANBK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
CHOLAFIN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
CIPLA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
COALINDIA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
DABUR,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
DIVISLAB,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
DLF,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
DMART,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
DRREDDY,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
EICHERMOT,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
GAIL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
GODREJCP,pro,99,The company continues to operate with an established business presence and remains under continuous financial evaluation.,65
GODREJCP,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
GRASIM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HAL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HAVELLS,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HCLTECH,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HDFCBANK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HDFCLIFE,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HEROMOTOCO,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HINDALCO,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
HINDUNILVR,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ICICIBANK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ICICIGI,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ICICIPRULI,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
INDIGO,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
INDUSINDBK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
INFY,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
IOC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
IRCTC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
IRFC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ITC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
JINDALSTEL,pro,99,The company continues to operate with an established business presence and remains under continuous financial evaluation.,65
JINDALSTEL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
JIOFIN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
JSWENERGY,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
JSWSTEEL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
KOTAKBANK,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
LICI,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
LODHA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
LT,pro,99,The company continues to operate with an established business presence and remains under continuous financial evaluation.,65
LT,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
LTIM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
M&M,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
MARUTI,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
MOTHERSON,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
NAUKRI,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
NESTLEIND,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
NHPC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
NTPC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
ONGC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
PFC,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
PIDILITIND,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
PNB,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
POWERGRID,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
RECLTD,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
RELIANCE,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SBILIFE,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SBIN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SHREECEM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SHRIRAMFIN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SIEMENS,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
SUNPHARMA,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TATACONSUM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TATAMOTORS,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TATAPOWER,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TATASTEEL,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TCS,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TECHM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TITAN,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TORNTPHARM,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TRENT,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
TVSMOTOR,con,99,No major financial concerns were identified by the current rule set; continued monitoring is recommended.,65
